"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","556",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","73",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","163.3",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","39.7",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72.2",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","60.9",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","51.4",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","829",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","829",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","41",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","82",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","755",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","755",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","619",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","618",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","914",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","914",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","71",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","132",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","SOYBEANS","SOYBEANS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","36",""
"SURVEY","2012","YEAR - AUG FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","891",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","891",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,569",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,120",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,576",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,084",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,084",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,453",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,350",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,617",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,009",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,009",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","508",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","508",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,025",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,025",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","981",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","981",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,018",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,018",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","962",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","828",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","970",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","977",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","977",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","411",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","411",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","908",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","908",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","922",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","922",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","539",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","960",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","539",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,045",""
"SURVEY","2012","YEAR - DEC FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,045",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","COLORADO","08","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","GEORGIA","13","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","IDAHO","16","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","82",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","ILLINOIS","17","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","64",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","INDIANA","18","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","KANSAS","20","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","KENTUCKY","21","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","62",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MARYLAND","24","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","63",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MINNESOTA","27","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","50",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MISSISSIPPI","28","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MISSOURI","29","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NEBRASKA","31","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NEW YORK","36","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","58",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","49",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OHIO","39","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OKLAHOMA","40","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","37",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","71",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","72.2",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","60.9",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","OTHER STATES","","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","51.4",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","TENNESSEE","47","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","TEXAS","48","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","VIRGINIA","51","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","WASHINGTON","53","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2012","YEAR - JUL FORECAST","","STATE","WISCONSIN","55","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2012","YEAR - JUN FORECAST","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2012","YEAR - JUN FORECAST","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2012","YEAR - JUN FORECAST","","STATE","CALIFORNIA","06","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","110",""
